index,rank,title,gross,theaters,total_gross,year,distributor,gender,woc,director_name,,,
885,86,Joy,"$28,310,094 ","2,924","$56,451,232 ",2015,Twentieth Century Fox,Male,,,,,
905,6,Deadpool,"$363,070,709 ","3,856","$363,070,709 ",2016,Twentieth Century Fox,Male,,,,,
913,14,The Revenant,"$182,765,375 ","3,711","$183,637,894 ",2016,Twentieth Century Fox,Male,,,,,
916,17,X-Men: Apocalypse,"$155,442,489 ","4,153","$155,442,489 ",2016,Twentieth Century Fox,Male,,,,,
918,19,Trolls,"$150,130,292 ","4,066","$153,707,064 ",2016,Twentieth Century Fox,Male,,,,,1
926,27,Independence Day: Resurgence,"$103,144,286 ","4,130","$103,144,286 ",2016,Twentieth Century Fox,Male,,,,,
933,34,Miss Peregrine's Home for Peculiar Children,"$86,945,137 ","3,835","$87,242,834 ",2016,Twentieth Century Fox,Male,,,,,
948,49,Ice Age: Collision Course,"$64,063,008 ","3,997","$64,063,008 ",2016,Twentieth Century Fox,Male,,,,,
968,69,Mike and Dave Need Wedding Dates,"$46,009,673 ","3,008","$46,009,673 ",2016,Twentieth Century Fox,Male,,,,,
977,78,Assassin's Creed,"$36,415,167 ","2,996","$54,647,948 ",2016,Twentieth Century Fox,Male,,,,,
987,88,Why Him?,"$30,633,916 ","3,008","$60,323,786 ",2016,Twentieth Century Fox,Male,,,,,
989,90,Alvin and the Chipmunks: The Road Chip,"$30,311,560 ","3,705","$85,886,987 ",2016,Twentieth Century Fox,Male,,,,,
992,93,Joy,"$28,141,138 ","2,924","$56,451,232 ",2016,Twentieth Century Fox,Male,,,,,
1008,9,Logan,"$226,277,068 ","4,071","$226,277,068 ",2017,Twentieth Century Fox,Male,,,,,
1015,16,The Boss Baby,"$175,003,033 ","3,829","$175,003,033 ",2017,Twentieth Century Fox,Male,,,,,
1019,20,Hidden Figures,"$167,620,331 ","3,416","$169,607,287 ",2017,Twentieth Century Fox,Male,,,,,
1021,22,War for the Planet of the Apes,"$146,880,162 ","4,100","$146,880,162 ",2017,Twentieth Century Fox,Male,,,,,
1033,34,Murder on the Orient Express,"$100,619,624 ","3,354","$102,826,543 ",2017,Twentieth Century Fox,Male,,,,,
1034,35,Kingsman: The Golden Circle,"$100,225,686 ","4,038","$100,229,647 ",2017,Twentieth Century Fox,Male,,,,,
1041,42,Alien: Covenant,"$74,262,031 ","3,772","$74,262,031 ",2017,Twentieth Century Fox,Male,,,,,
1042,43,Captain Underpants: The First Epic Movie,"$73,921,000 ","3,529","$73,921,000 ",2017,Twentieth Century Fox,Male,,,,,
1050,51,Ferdinand,"$53,546,717 ","3,630","$84,410,380 ",2017,Twentieth Century Fox,Male,,,,,
1054,55,The Greatest Showman,"$49,036,718 ","3,342","$174,340,174 ",2017,Twentieth Century Fox,Male,,,,,
1057,58,Snatched,"$45,852,178 ","3,511","$45,852,178 ",2017,Twentieth Century Fox,Male,,,,,
1085,86,The Mountain Between Us,"$30,348,555 ","3,259","$30,348,555 ",2017,Twentieth Century Fox,Male,,,,,
1087,88,Why Him?,"$29,689,870 ","3,008","$60,323,786 ",2017,Twentieth Century Fox,Male,,,,,
1104,5,Deadpool 2,"$318,491,426 ","4,349","$318,491,426 ",2018,Twentieth Century Fox,Male,,,,,
1113,14,Bohemian Rhapsody,"$189,813,133 ","4,000","$216,428,042 ",2018,Twentieth Century Fox,Male,,,,,
1123,24,The Greatest Showman,"$125,303,456 ","3,342","$174,340,174 ",2018,Twentieth Century Fox,Male,,,,,
1138,39,The Post,"$80,143,337 ","2,851","$81,903,458 ",2018,Twentieth Century Fox,Male,,,,,
1152,53,Maze Runner: The Death Cure,"$58,032,443 ","3,793","$58,032,443 ",2018,Twentieth Century Fox,Male,,,,,
1157,58,The Predator,"$51,024,708 ","4,070","$51,024,708 ",2018,Twentieth Century Fox,Male,,,,,
1163,64,Red Sparrow,"$46,874,505 ","3,064","$46,874,505 ",2018,Twentieth Century Fox,Male,,,,,
1173,74,Widows,"$41,904,173 ","2,803","$42,402,632 ",2018,Twentieth Century Fox,Male,,,,,
1177,78,"Love, Simon","$40,826,341 ","2,434","$40,826,341 ",2018,Twentieth Century Fox,Male,,,,,
1191,92,Ferdinand,"$30,863,663 ","3,630","$84,410,380 ",2018,Twentieth Century Fox,Male,,,,,
1193,94,Super Troopers 2,"$30,617,396 ","2,125","$30,617,396 ",2018,Twentieth Century Fox,Male,,,,,
1199,100,The Hate U Give,"$29,666,375 ","2,375","$29,719,483 ",2018,Twentieth Century Fox,Male,,,,,
1226,27,Ford v Ferrari,"$107,196,444 ","3,746","$117,624,357 ",2019,Twentieth Century Fox,Male,,,,,
1232,33,Alita: Battle Angel,"$85,710,210 ","3,802","$85,710,210 ",2019,Twentieth Century Fox,Male,,,,,
1243,44,X-Men: Dark Phoenix,"$65,845,974 ","3,721","$65,845,974 ",2019,Twentieth Century Fox,Male,,,,,
1255,56,Ad Astra,"$50,188,370 ","3,460","$50,188,370 ",2019,Twentieth Century Fox,Male,,,,,
1280,81,Spies in Disguise,"$29,323,688 ","3,502","$66,757,013 ",2019,Twentieth Century Fox,Male,,,,,
1287,88,Bohemian Rhapsody,"$26,614,909 ","4,000","$216,428,042 ",2019,Twentieth Century Fox,Male,,,,,
1288,89,The Art of Racing in the Rain,"$26,395,642 ","2,765","$26,395,642 ",2019,Twentieth Century Fox,Male,,,,,
1298,99,Stuber,"$22,370,452 ","3,050","$22,370,452 ",2019,Twentieth Century Fox,Male,,,,,
170,71,Valkyrie,"$40,901,858 ","2,838","$83,077,833 ",2008,Other,Male,,,,,
272,73,Valkyrie,"$42,175,975 ","2,838","$83,077,833 ",2009,Other,Male,,,,,
1229,30,The Addams Family,"$97,185,807 ","4,107","$100,044,905 ",2019,Other,Male,,,,,
1273,74,The Hustle,"$35,417,038 ","3,077","$35,417,038 ",2019,Other,Male,,,,,
1281,82,Child's Play,"$29,208,403 ","3,007","$29,208,403 ",2019,Other,Male,,,,,
5,6,The Bourne Ultimatum,"$227,471,070 ","3,701","$227,471,070 ",2007,Universal Pictures,Male,,,,,
11,12,Knocked Up,"$148,768,917 ","2,975","$148,768,917 ",2007,Universal Pictures,Male,,,,,
18,19,American Gangster,"$129,078,590 ","3,110","$130,164,645 ",2007,Universal Pictures,Male,,,,,
21,22,I Now Pronounce You Chuck & Larry,"$120,059,556 ","3,501","$120,059,556 ",2007,Universal Pictures,Male,,,,,
27,28,Evan Almighty,"$100,462,298 ","3,636","$100,462,298 ",2007,Universal Pictures,Male,,,,,
51,52,The Kingdom,"$47,536,778 ","2,836","$47,536,778 ",2007,Universal Pictures,Male,,,,,
57,58,Because I Said So,"$42,674,040 ","2,529","$42,674,040 ",2007,Universal Pictures,Male,,,,,
64,65,Charlie Wilson's War,"$38,664,845 ","2,594","$66,661,095 ",2007,Universal Pictures,Male,,,,,
70,71,Smokin' Aces,"$35,787,686 ","2,219","$35,787,686 ",2007,Universal Pictures,Male,,,,,
74,75,Children of Men,"$34,469,579 ","1,524","$35,552,383 ",2007,Universal Pictures,Male,,,,,
75,76,Breach,"$33,231,264 ","1,505","$33,231,264 ",2007,Universal Pictures,Male,,,,,
78,79,Mr. Bean's Holiday,"$32,589,350 ","1,778","$33,302,167 ",2007,Universal Pictures,Male,,,,,
98,99,The Good Shepherd,"$24,886,340 ","2,250","$59,952,835 ",2007,Universal Pictures,Male,,,,,
113,14,The Incredible Hulk,"$134,806,913 ","3,508","$134,806,913 ",2008,Universal Pictures,Male,,,,,
114,15,Wanted,"$134,508,551 ","3,185","$134,508,551 ",2008,Universal Pictures,Male,,,,,
120,21,The Mummy: Tomb of the Dragon Emperor,"$102,491,776 ","3,778","$102,491,776 ",2008,Universal Pictures,Male,,,,,1
136,37,Hellboy II: The Golden Army,"$75,986,503 ","3,212","$75,986,503 ",2008,Universal Pictures,Male,,,,,
143,44,Role Models,"$66,367,815 ","2,798","$67,294,270 ",2008,Universal Pictures,Male,,,,,
146,47,Forgetting Sarah Marshall,"$63,172,463 ","2,872","$63,172,463 ",2008,Universal Pictures,Male,,,,,
147,48,Baby Mama,"$60,494,212 ","2,627","$60,494,212 ",2008,Universal Pictures,Male,,,,,1
167,68,"Welcome Home, Roscoe Jenkins","$42,436,517 ","2,387","$42,436,517 ",2008,Universal Pictures,Male,,,,,
182,83,Death Race,"$36,316,032 ","2,586","$36,316,032 ",2008,Universal Pictures,Male,,,,,
183,84,Changeling,"$35,598,217 ","1,896","$35,739,802 ",2008,Universal Pictures,Male,,,,,
185,86,The Tale of Despereaux,"$34,019,390 ","3,107","$50,877,145 ",2008,Universal Pictures,Male,,,,,
190,91,"Definitely, Maybe","$32,241,649 ","2,220","$32,241,649 ",2008,Universal Pictures,Male,,,,,
196,97,Leatherheads,"$31,373,938 ","2,798","$31,373,938 ",2008,Universal Pictures,Male,,,,,
214,15,Fast & Furious,"$155,064,265 ","3,674","$155,064,265 ",2009,Universal Pictures,Male,,,,,
228,29,Couples Retreat,"$108,297,465 ","3,074","$109,204,945 ",2009,Universal Pictures,Male,,,,,
232,33,Public Enemies,"$97,104,620 ","3,336","$97,104,620 ",2009,Universal Pictures,Male,,,,,
256,57,Brüno,"$60,054,530 ","2,759","$60,054,530 ",2009,Universal Pictures,Male,,,,,
261,62,Funny People,"$51,855,045 ","3,008","$51,855,045 ",2009,Universal Pictures,Male,,,,,
264,65,Land of the Lost,"$49,438,370 ","3,534","$49,438,370 ",2009,Universal Pictures,Male,,,,,
270,71,The Unborn,"$42,670,410 ","2,359","$42,670,410 ",2009,Universal Pictures,Male,,,,,
273,74,Drag Me to Hell,"$42,100,625 ","2,510","$42,100,625 ",2009,Universal Pictures,Male,,,,,
275,76,Duplicity,"$40,572,825 ","2,579","$40,572,825 ",2009,Universal Pictures,Male,,,,,
281,82,State of Play,"$37,017,955 ","2,807","$37,017,955 ",2009,Universal Pictures,Male,,,,,
288,89,The Last House on the Left,"$32,752,215 ","2,402","$32,752,215 ",2009,Universal Pictures,Male,,,,,
307,8,Despicable Me,"$251,083,040 ","3,602","$251,513,985 ",2010,Universal Pictures,Male,,,,,
323,24,Robin Hood,"$105,269,730 ","3,505","$105,269,730 ",2010,Universal Pictures,Male,,,,,
336,37,Little Fockers,"$84,557,425 ","3,675","$148,438,600 ",2010,Universal Pictures,Male,,,,,
344,45,It's Complicated,"$72,359,500 ","2,955","$112,735,375 ",2010,Universal Pictures,Male,,,,,
351,52,The Wolfman,"$61,979,680 ","3,223","$61,979,680 ",2010,Universal Pictures,Male,,,,,
352,53,Get Him to the Greek,"$60,974,475 ","2,702","$60,974,475 ",2010,Universal Pictures,Male,,,,,
389,90,Green Zone,"$35,053,660 ","3,004","$35,053,660 ",2010,Universal Pictures,Male,,,,,
391,92,Devil,"$33,601,190 ","2,811","$33,601,190 ",2010,Universal Pictures,Male,,,,,
395,96,Scott Pilgrim vs. the World,"$31,524,275 ","2,820","$31,524,275 ",2010,Universal Pictures,Male,,,,,
396,97,Charlie St. Cloud,"$31,162,545 ","2,725","$31,162,545 ",2010,Universal Pictures,Male,,,,,
405,6,Fast Five,"$209,837,675 ","3,793","$209,837,675 ",2011,Universal Pictures,Male,,,,,
411,12,Bridesmaids,"$169,106,725 ","2,958","$169,106,725 ",2011,Universal Pictures,Male,,,,,
424,25,Hop,"$108,085,305 ","3,616","$108,085,305 ",2011,Universal Pictures,Male,,,,,
429,30,Cowboys & Aliens,"$100,240,551 ","3,754","$100,240,551 ",2011,Universal Pictures,Male,,,,,
441,42,Tower Heist,"$76,650,420 ","3,370","$78,046,570 ",2011,Universal Pictures,Male,,,,,
450,51,Little Fockers,"$63,881,175 ","3,675","$148,438,600 ",2011,Universal Pictures,Male,,,,,
452,53,The Adjustment Bureau,"$62,495,645 ","2,847","$62,495,645 ",2011,Universal Pictures,Male,,,,,
468,69,The Dilemma,"$48,475,290 ","2,943","$48,475,290 ",2011,Universal Pictures,Male,,,,,
485,86,Paul,"$37,412,945 ","2,806","$37,412,945 ",2011,Universal Pictures,Male,,,,,
489,90,The Change-Up,"$37,081,475 ","2,913","$37,081,475 ",2011,Universal Pictures,Male,,,,,
496,97,Larry Crowne,"$35,608,245 ","2,976","$35,608,245 ",2011,Universal Pictures,Male,,,,,
508,9,Ted,"$218,815,487 ","3,303","$218,815,487 ",2012,Universal Pictures,Male,,,,,
510,11,The Lorax,"$214,030,500 ","3,769","$214,030,500 ",2012,Universal Pictures,Male,,,,,
514,15,Snow White and the Huntsman,"$155,332,381 ","3,777","$155,332,381 ",2012,Universal Pictures,Male,,,,,1
520,21,Safe House,"$126,373,434 ","3,121","$126,373,434 ",2012,Universal Pictures,Male,,,,,
523,24,The Bourne Legacy,"$113,203,870 ","3,753","$113,203,870 ",2012,Universal Pictures,Male,,,,,
536,37,Les Misérables,"$72,967,240 ","2,927","$148,809,770 ",2012,Universal Pictures,Male,,,,,
539,40,Contraband,"$66,528,000 ","2,870","$66,528,000 ",2012,Universal Pictures,Male,,,,,
542,43,Battleship,"$65,422,625 ","3,702","$65,422,625 ",2012,Universal Pictures,Male,,,,,
545,46,Pitch Perfect,"$64,427,368 ","2,787","$65,001,093 ",2012,Universal Pictures,Male,,,,,1
553,54,American Reunion,"$57,011,521 ","3,203","$57,011,521 ",2012,Universal Pictures,Male,,,,,
570,71,Savages,"$47,382,068 ","2,635","$47,382,068 ",2012,Universal Pictures,Male,,,,,
586,87,This Is 40,"$38,951,960 ","2,931","$67,544,505 ",2012,Universal Pictures,Male,,,,,
602,3,Despicable Me 2,"$367,793,270 ","4,003","$368,065,385 ",2013,Universal Pictures,Male,,,,,
607,8,Fast & Furious 6,"$238,679,850 ","3,771","$238,679,850 ",2013,Universal Pictures,Male,,,,,
618,19,Identity Thief,"$134,506,920 ","3,230","$134,506,920 ",2013,Universal Pictures,Male,,,,,
640,41,Oblivion,"$89,107,235 ","3,792","$89,107,235 ",2013,Universal Pictures,Male,,,,,
643,44,Les Misérables,"$75,842,530 ","2,927","$148,809,770 ",2013,Universal Pictures,Male,,,,,
644,45,2 Guns,"$75,612,460 ","3,028","$75,612,460 ",2013,Universal Pictures,Male,,,,,
647,48,Mama,"$71,628,180 ","2,781","$71,628,180 ",2013,Universal Pictures,Male,,,,,
650,51,The Best Man Holiday,"$70,313,550 ","2,041","$70,525,195 ",2013,Universal Pictures,Male,,,,,
656,57,The Purge,"$64,473,115 ","2,591","$64,473,115 ",2013,Universal Pictures,Male,,,,,
671,72,Jurassic Park 2013 Re-release,"$45,385,935 ","2,778","$45,385,935 ",2013,Universal Pictures,Male,,,,,
678,79,Riddick,"$42,025,135 ","3,117","$42,025,135 ",2013,Universal Pictures,Male,,,,,
686,87,R.I.P.D.,"$33,618,855 ","2,852","$33,618,855 ",2013,Universal Pictures,Male,,,,,
696,97,Kick-Ass 2,"$28,795,985 ","2,945","$28,795,985 ",2013,Universal Pictures,Male,,,,,
697,98,This Is 40,"$28,592,545 ","2,931","$67,544,505 ",2013,Universal Pictures,Male,,,,,
699,100,Rush,"$26,947,624 ","2,308","$26,947,624 ",2013,Universal Pictures,Male,,,,,
718,19,Neighbors,"$150,157,400 ","3,311","$150,157,400 ",2014,Universal Pictures,Male,,,,,
720,21,Ride Along,"$134,938,200 ","2,867","$134,938,200 ",2014,Universal Pictures,Male,,,,,
722,23,Lucy,"$126,663,600 ","3,202","$126,663,600 ",2014,Universal Pictures,Male,,,,,
723,24,Lone Survivor,"$124,907,273 ","3,285","$125,095,601 ",2014,Universal Pictures,Male,,,,,
731,32,Non-Stop,"$92,168,600 ","3,183","$92,168,600 ",2014,Universal Pictures,Male,,,,,
734,35,Dumb and Dumber To,"$84,966,865 ","3,188","$86,208,010 ",2014,Universal Pictures,Male,,,,,
744,45,The Purge: Anarchy,"$71,962,800 ","2,856","$71,962,800 ",2014,Universal Pictures,Male,,,,,
758,59,Dracula Untold,"$55,991,880 ","2,900","$56,280,355 ",2014,Universal Pictures,Male,,,,,
764,65,Ouija,"$50,856,010 ","2,899","$50,856,010 ",2014,Universal Pictures,Male,,,,,
776,77,A Million Ways to Die in the West,"$43,139,300 ","3,160","$43,139,300 ",2014,Universal Pictures,Male,,,,,
791,92,Get on Up,"$30,703,100 ","2,469","$30,703,100 ",2014,Universal Pictures,Male,,,,,1
800,1,Jurassic World,"$652,270,625 ","4,291","$652,270,625 ",2015,Universal Pictures,Male,,,,,
804,5,Furious 7,"$353,007,020 ","4,022","$353,007,020 ",2015,Universal Pictures,Male,,,,,
806,7,Minions,"$336,045,770 ","4,311","$336,045,770 ",2015,Universal Pictures,Male,,,,,
818,19,Straight Outta Compton,"$161,197,785 ","3,142","$161,197,785 ",2015,Universal Pictures,Male,,,,,
826,27,Trainwreck,"$110,212,700 ","3,171","$110,212,700 ",2015,Universal Pictures,Male,,,,,
833,34,Ted 2,"$81,476,385 ","3,448","$81,476,385 ",2015,Universal Pictures,Male,,,,,
844,45,The Visit,"$65,206,105 ","3,148","$65,206,105 ",2015,Universal Pictures,Male,,,,,
854,55,Unbroken,"$53,109,285 ","3,301","$115,637,895 ",2015,Universal Pictures,Male,,,,,
858,59,Sisters,"$49,123,380 ","2,978","$87,044,645 ",2015,Universal Pictures,Male,,,,,
866,67,Everest,"$43,482,270 ","3,009","$43,482,270 ",2015,Universal Pictures,Male,,,,,
870,71,Krampus,"$41,465,710 ","2,919","$42,725,475 ",2015,Universal Pictures,Male,,,,,
872,73,The Boy Next Door,"$35,423,380 ","2,615","$35,423,380 ",2015,Universal Pictures,Male,,,,,
878,79,Unfriended,"$32,482,090 ","2,775","$32,482,090 ",2015,Universal Pictures,Male,,,,,
882,83,Crimson Peak,"$31,090,320 ","2,991","$31,090,320 ",2015,Universal Pictures,Male,,,,,
903,4,The Secret Life of Pets,"$368,384,330 ","4,381","$368,384,330 ",2016,Universal Pictures,Male,,,,,
914,15,Jason Bourne,"$162,434,410 ","4,039","$162,434,410 ",2016,Universal Pictures,Male,,,,,
917,18,Sing,"$152,853,995 ","4,029","$270,395,425 ",2016,Universal Pictures,Male,,,,,
931,32,Ride Along 2,"$91,221,830 ","3,192","$91,221,830 ",2016,Universal Pictures,Male,,,,,
937,38,The Purge: Election Year,"$79,213,375 ","2,821","$79,213,375 ",2016,Universal Pictures,Male,,,,,
940,41,The Girl on the Train,"$75,395,035 ","3,241","$75,395,035 ",2016,Universal Pictures,Male,,,,,
949,50,The Boss,"$63,285,885 ","3,495","$63,285,885 ",2016,Universal Pictures,Male,,,,,
953,54,My Big Fat Greek Wedding 2,"$59,689,605 ","3,179","$59,689,605 ",2016,Universal Pictures,Male,,,,,
957,58,Neighbors 2: Sorority Rising,"$55,455,765 ","3,416","$55,455,765 ",2016,Universal Pictures,Male,,,,,
963,64,The Huntsman: Winter's War,"$48,390,190 ","3,802","$48,390,190 ",2016,Universal Pictures,Male,,,,,
965,66,Warcraft,"$47,365,290 ","3,406","$47,365,290 ",2016,Universal Pictures,Male,,,,,
970,71,Almost Christmas,"$41,964,925 ","2,379","$42,158,780 ",2016,Universal Pictures,Male,,,,,
975,76,Sisters,"$37,921,265 ","2,978","$87,044,645 ",2016,Universal Pictures,Male,,,,,1
981,82,Ouija: Origin of Evil,"$35,144,505 ","3,168","$35,144,505 ",2016,Universal Pictures,Male,,,,,
988,89,"Hail, Caesar!","$30,498,085 ","2,248","$30,498,085 ",2016,Universal Pictures,Male,,,,,
1007,8,Despicable Me 3,"$264,624,300 ","4,535","$264,624,300 ",2017,Universal Pictures,Male,,,,,
1009,10,The Fate of the Furious,"$226,008,385 ","4,329","$226,008,385 ",2017,Universal Pictures,Male,,,,,
1014,15,Get Out,"$175,686,870 ","3,143","$176,040,665 ",2017,Universal Pictures,Male,,,,,
1022,23,Split,"$138,291,365 ","3,373","$138,291,365 ",2017,Universal Pictures,Male,,,,,
1027,28,Sing,"$117,541,430 ","4,029","$270,395,425 ",2017,Universal Pictures,Male,,,,,
1028,29,Girls Trip,"$115,171,585 ","2,648","$115,171,585 ",2017,Universal Pictures,Male,,,,,
1029,30,Fifty Shades Darker,"$114,581,250 ","3,714","$114,581,250 ",2017,Universal Pictures,Male,,,,,
1039,40,The Mummy,"$80,227,895 ","4,035","$80,227,895 ",2017,Universal Pictures,Male,,,,,
1044,45,A Dog's Purpose,"$64,508,620 ","3,178","$64,508,620 ",2017,Universal Pictures,Male,,,,,
1049,50,Happy Death Day,"$55,683,845 ","3,535","$55,683,845 ",2017,Universal Pictures,Male,,,,,
1052,53,American Made,"$51,342,000 ","3,098","$51,342,000 ",2017,Universal Pictures,Male,,,,,
1058,59,The Great Wall,"$45,540,830 ","3,328","$45,540,830 ",2017,Universal Pictures,Male,,,,,
1103,4,Jurassic World: Fallen Kingdom,"$417,719,760 ","4,485","$417,719,760 ",2018,Universal Pictures,Male,,,,,
1105,6,The Grinch,"$266,280,410 ","4,141","$270,620,950 ",2018,Universal Pictures,Male,,,,,
1118,19,Halloween,"$159,336,510 ","3,990","$159,342,015 ",2018,Universal Pictures,Male,,,,,
1124,25,Mamma Mia! Here We Go Again,"$120,634,935 ","3,514","$120,634,935 ",2018,Universal Pictures,Male,,,,,
1134,35,Fifty Shades Freed,"$100,407,760 ","3,768","$100,407,760 ",2018,Universal Pictures,Male,,,,,
1139,40,Night School,"$77,316,580 ","3,019","$77,339,130 ",2018,Universal Pictures,Male,,,,,
1141,42,The First Purge,"$69,488,745 ","3,038","$69,488,745 ",2018,Universal Pictures,Male,,,,,
1144,45,The House with a Clock in Its Walls,"$68,536,400 ","3,592","$68,549,695 ",2018,Universal Pictures,Male,,,,,
1145,46,Skyscraper,"$68,420,120 ","3,822","$68,420,120 ",2018,Universal Pictures,Male,,,,,
1146,47,Insidious: The Last Key,"$67,745,330 ","3,150","$67,745,330 ",2018,Universal Pictures,Male,,,,,
1150,51,Pacific Rim: Uprising,"$59,874,525 ","3,708","$59,874,525 ",2018,Universal Pictures,Male,,,,,
1164,65,Breaking In,"$46,840,590 ","2,537","$46,840,590 ",2018,Universal Pictures,Male,,,,,
1168,69,First Man,"$44,923,035 ","3,640","$44,936,545 ",2018,Universal Pictures,Male,,,,,
1174,75,Pitch Perfect 3,"$41,596,925 ","3,468","$104,897,530 ",2018,Universal Pictures,Male,,,,,
1175,76,Truth or Dare,"$41,411,015 ","3,068","$41,411,015 ",2018,Universal Pictures,Male,,,,,
1187,88,Green Book,"$32,153,006 ","2,648","$85,080,171 ",2018,Universal Pictures,Male,,,,,
1211,12,Us,"$175,084,580 ","3,743","$175,084,580 ",2019,Universal Pictures,Male,,,,,
1212,13,Fast & Furious Presents: Hobbs & Shaw,"$173,956,935 ","4,344","$173,956,935 ",2019,Universal Pictures,Male,,,,,1
1214,15,How to Train Your Dragon: The Hidden World,"$160,799,505 ","4,286","$160,799,505 ",2019,Universal Pictures,Male,,,,,
1215,16,The Secret Life of Pets 2,"$157,949,395 ","4,564","$158,874,395 ",2019,Universal Pictures,Male,,,,,
1223,24,Glass,"$111,048,468 ","3,844","$111,048,468 ",2019,Universal Pictures,Male,,,,,
1233,34,Good Boys,"$83,140,306 ","3,458","$83,140,306 ",2019,Universal Pictures,Male,,,,,1
1237,38,Yesterday,"$73,286,650 ","2,755","$73,286,650 ",2019,Universal Pictures,Male,,,,,
1254,55,Green Book,"$52,927,165 ","2,648","$85,080,171 ",2019,Universal Pictures,Male,,,,,
1258,59,Ma,"$45,896,028 ","2,816","$45,896,028 ",2019,Universal Pictures,Male,,,,,
1266,67,Little,"$40,860,481 ","2,667","$40,860,481 ",2019,Universal Pictures,Male,,,,,
1274,75,Last Christmas,"$35,116,450 ","3,454","$35,150,750 ",2019,Universal Pictures,Male,,,,,
1283,84,Happy Death Day 2U,"$28,148,130 ","3,212","$28,148,130 ",2019,Universal Pictures,Male,,,,,
3,4,Pirates of the Caribbean: At World's End,"$309,420,425 ","4,362","$309,420,425 ",2007,Walt Disney Studios Motion Pictures,Male,,,,,
7,8,Ratatouille,"$206,445,654 ","3,940","$206,445,654 ",2007,Walt Disney Studios Motion Pictures,Male,,,,,
10,11,Wild Hogs,"$168,273,171 ","3,401","$168,273,550 ",2007,Walt Disney Studios Motion Pictures,Male,,,,,
16,17,National Treasure: Book of Secrets,"$133,263,682 ","3,832","$219,964,115 ",2007,Walt Disney Studios Motion Pictures,Male,,,,,
26,27,Enchanted,"$112,144,474 ","3,730","$127,807,262 ",2007,Walt Disney Studios Motion Pictures,Male,,,,,
28,29,Meet the Robinsons,"$97,822,171 ","3,435","$97,822,171 ",2007,Walt Disney Studios Motion Pictures,Male,,,,,
30,31,The Game Plan,"$88,814,831 ","3,342","$90,648,202 ",2007,Walt Disney Studios Motion Pictures,Male,,,,,
31,32,Bridge to Terabithia,"$82,272,442 ","3,210","$82,272,442 ",2007,Walt Disney Studios Motion Pictures,Male,,,,,
53,54,Dan in Real Life,"$46,864,245 ","1,941","$47,642,963 ",2007,Walt Disney Studios Motion Pictures,Male,,,,,
55,56,Underdog,"$43,760,605 ","3,013","$43,760,605 ",2007,Walt Disney Studios Motion Pictures,Male,,,,,
104,5,WALL·E,"$223,790,612 ","3,992","$223,808,164 ",2008,Walt Disney Studios Motion Pictures,Male,,,,,
112,13,The Chronicles of Narnia: Prince Caspian,"$141,621,490 ","3,929","$141,621,490 ",2008,Walt Disney Studios Motion Pictures,Male,,,,,
119,20,Bolt,"$105,380,479 ","3,654","$114,053,579 ",2008,Walt Disney Studios Motion Pictures,Male,,,,,
